Id,Neighborhood,GarageType,GarageArea,GarageCars,HouseStyle,YearBuilt,Heating,PoolArea,SalePrice
1256,BrkSide,Detchd,560,1,1.5Fin,1931,GasA,0,127500
1257,NoRidge,Attchd,691,2,1Story,1994,GasA,0,301500
1258,Edwards,None,0,0,1Story,1922,GasA,0,99900
1259,Gilbert,Attchd,400,2,SLvl,2005,GasA,0,190000
1260,NAmes,Attchd,460,2,1Story,1969,GasA,0,151000
1261,Gilbert,BuiltIn,502,2,2Story,1999,GasA,0,181000
1262,NAmes,Attchd,338,1,1Story,1956,GasA,0,128900
1263,ClearCr,Attchd,304,1,1.5Fin,1957,GasA,0,161500
1264,BrkSide,Detchd,520,2,2Story,1919,GasA,0,180500
1265,NAmes,Attchd,511,2,1Story,1998,GasA,0,181000
1266,Somerst,Detchd,506,2,2Story,1999,GasA,0,183900
1267,OldTown,Detchd,308,1,2.5Unf,1910,GasA,0,122000
1268,Timber,Attchd,746,3,1Story,2008,GasA,0,378500
1269,Crawfor,BuiltIn,1014,3,1.5Fin,1935,GasA,0,381000
1270,NAmes,Attchd,315,1,1.5Fin,1958,GasW,0,144000
1271,ClearCr,Attchd,586,2,1Story,1979,GasA,0,260000
1272,NWAmes,Attchd,462,2,1Story,1968,GasA,0,185750
1273,Sawyer,Attchd,288,1,1Story,1965,GasA,0,137000
1274,Edwards,Basment,312,1,SLvl,1959,GasA,0,177000
1275,Crawfor,Detchd,552,2,1.5Fin,1910,GasA,0,139000
1276,NAmes,Detchd,400,2,2Story,1948,GasA,0,137000
1277,NWAmes,Attchd,497,2,2Story,1972,GasA,0,162000
1278,NWAmes,Attchd,480,2,SLvl,1967,GasA,0,197900
1279,CollgCr,Attchd,577,2,2Story,2002,GasA,0,237000
1280,IDOTRR,Detchd,528,2,1.5Fin,1920,GasA,0,68400
1281,CollgCr,Attchd,544,2,1Story,2002,GasA,0,227000
1282,Timber,Attchd,484,2,1Story,1990,GasA,0,180000
1283,CollgCr,Detchd,484,2,1Story,1977,GasA,0,150500
1284,Mitchel,None,0,0,2Story,1971,GasA,0,139000
1285,SWISU,Detchd,336,1,1.5Fin,1919,GasA,0,169000
1286,BrkSide,Detchd,280,1,1.5Fin,1939,GasA,0,132500
1287,NWAmes,Attchd,528,2,1Story,1963,GasA,0,143000
1288,ClearCr,Attchd,390,2,1Story,1964,GasA,0,190000
1289,StoneBr,Attchd,499,2,1Story,2000,GasA,0,278000
1290,NridgHt,BuiltIn,753,3,2Story,2006,GasA,0,281000
1291,NAmes,Attchd,484,2,SLvl,1964,GasA,0,180500
1292,BrDale,Detchd,264,1,2Story,1972,GasA,0,119500
1293,OldTown,Attchd,432,1,2Story,1892,GasA,0,107500
1294,NWAmes,Attchd,528,2,2Story,1976,GasA,0,162900
1295,Edwards,Detchd,572,2,1Story,1955,GasA,0,115000
1296,NAmes,Attchd,288,1,1Story,1968,GasA,0,138500
1297,NAmes,Attchd,525,2,1Story,1963,GasA,0,155000
1298,Edwards,Basment,525,2,SFoyer,2005,GasA,0,140000
1299,Edwards,Attchd,1418,2,2Story,2008,GasA,480,160000
1300,NAmes,Attchd,305,1,1Story,1959,GasA,0,154000
1301,Gilbert,Attchd,490,2,2Story,1999,GasA,0,225000
1302,Crawfor,Attchd,213,1,2Story,1942,GasA,0,177500
1303,NoRidge,Attchd,844,3,2Story,1994,GasA,0,290000
1304,Somerst,Attchd,834,3,1Story,2005,GasA,0,232000
1305,Edwards,Detchd,380,2,2Story,2004,GasA,0,130000
1306,NridgHt,Attchd,840,2,1Story,2006,GasA,0,325000
1307,NridgHt,Attchd,474,2,1Story,2005,GasA,0,202500
1308,CollgCr,Detchd,480,2,1Story,1994,GasA,0,138000
1309,OldTown,Attchd,528,2,1Story,1948,GasA,0,147000
1310,SawyerW,Attchd,496,2,1Story,1991,GasA,0,179200
1311,Crawfor,Attchd,567,2,1Story,1959,GasA,0,335000
1312,CollgCr,Attchd,508,2,1Story,2005,GasA,0,203000
1313,NoRidge,Attchd,750,2,2Story,1990,GasA,0,302000
1314,NoRidge,BuiltIn,779,3,2Story,1999,GasA,0,333168
1315,Edwards,Detchd,280,1,1Story,1954,GasA,0,119000
1316,NAmes,Attchd,576,2,2Story,1969,GasA,0,206900
1317,CollgCr,Attchd,860,3,1Story,2008,GasA,0,295493
1318,Somerst,Attchd,466,2,1Story,2006,GasA,0,208900
1319,CollgCr,Attchd,748,3,1Story,2001,GasA,0,275000
1320,Edwards,Attchd,248,1,1Story,1954,GasA,0,111000
1321,NAmes,Attchd,442,2,1Story,1957,GasA,0,156500
1322,BrkSide,Detchd,287,1,1Story,1949,Floor,0,72500
1323,NoRidge,Attchd,564,2,2Story,1992,GasA,0,190000
1324,BrkSide,None,0,0,1Story,1940,GasA,0,82500
1325,Somerst,Attchd,895,3,1Story,2006,GasA,0,147000
1326,IDOTRR,None,0,0,1Story,1922,GasA,0,55000
1327,Edwards,None,0,0,1Story,1931,GasA,0,79000
1328,Mitchel,Attchd,264,1,1Story,1982,GasA,0,130500
1329,OldTown,Detchd,520,2,1.5Fin,1920,GasW,0,256000
1330,Gilbert,Attchd,462,2,2Story,1998,GasA,0,176500
1331,Somerst,Attchd,825,3,1Story,2006,GasA,0,227000
1332,CollgCr,Detchd,576,2,SLvl,1976,GasA,0,132500
1333,Edwards,Detchd,288,1,1Story,1938,GasA,0,100000
1334,IDOTRR,Detchd,297,1,1.5Fin,1938,GasA,0,125500
1335,BrDale,Attchd,440,2,2Story,1970,GasA,0,125000
1336,NWAmes,Attchd,630,2,1Story,1977,GasA,0,167900
1337,NWAmes,Detchd,506,2,1Story,1973,GasA,0,135000
1338,OldTown,None,0,0,1Story,1941,Grav,0,52500
1339,CollgCr,BuiltIn,492,2,2Story,2002,GasA,0,200000
1340,CollgCr,Attchd,288,1,1Story,1972,GasA,0,128500
1341,NAmes,Detchd,480,4,1Story,1971,GasA,0,123000
1342,SawyerW,Detchd,576,2,1Story,2003,GasA,0,155000
1343,CollgCr,Attchd,647,2,2Story,2002,GasA,0,228500
1344,Crawfor,Detchd,342,2,1.5Fin,1928,GasA,0,177000
1345,CollgCr,Attchd,440,2,2Story,2006,GasA,0,155835
1346,OldTown,Detchd,308,1,1Story,1920,GasA,0,108500
1347,NWAmes,Attchd,508,2,1Story,1968,GasA,0,262500
1348,Timber,Attchd,712,3,1Story,2006,GasA,0,283463
1349,SawyerW,Attchd,514,2,1Story,1998,GasA,0,215000
1350,OldTown,None,0,0,2Story,1872,OthW,0,122000
1351,NAmes,Detchd,968,4,2Story,1969,GasA,0,200000
1352,NAmes,Attchd,490,2,2Story,1962,GasA,0,171000
1353,BrkSide,Detchd,624,2,1.5Fin,1937,GasA,0,134900
1354,NoRidge,Attchd,666,3,1.5Fin,1995,GasA,0,410000
1355,CollgCr,Attchd,839,3,2Story,2000,GasA,0,235000
1356,NWAmes,Attchd,487,2,SLvl,1968,GasA,0,170000
1357,NAmes,Attchd,264,1,1Story,1966,GasA,0,110000
1358,NAmes,Attchd,500,2,1Story,1971,GasA,0,149900
1359,Somerst,Detchd,440,2,2Story,2000,GasA,0,177500
1360,NridgHt,Attchd,770,3,1Story,2004,GasA,0,315000
1361,SWISU,BuiltIn,621,2,2Story,1921,GasA,0,189000
1362,StoneBr,Attchd,430,2,1Story,2005,GasA,0,260000
1363,NAmes,Attchd,368,1,1.5Fin,1920,GasA,0,104900
1364,Gilbert,BuiltIn,432,2,2Story,2006,GasA,0,156932
1365,Somerst,Detchd,480,2,2Story,2005,GasA,0,144152
1366,Somerst,Attchd,663,2,2Story,2000,GasA,0,216000
1367,CollgCr,Attchd,588,2,2Story,1999,GasA,0,193000
1368,MeadowV,Attchd,336,1,2Story,1977,GasA,0,127000
1369,CollgCr,Attchd,420,2,1Story,2003,GasA,0,144000
1370,CollgCr,Attchd,502,2,1Story,2003,GasA,0,232000
1371,OldTown,Detchd,338,1,1.5Fin,1920,GasA,0,105000
1372,NAmes,BuiltIn,377,1,SLvl,1955,GasA,0,165500
1373,CollgCr,Detchd,583,2,2Story,1998,GasA,0,274300
1374,NoRidge,Attchd,804,3,1Story,2001,GasA,0,466500
1375,Somerst,Attchd,936,3,2Story,2005,GasA,0,250000
1376,Timber,Attchd,722,3,1Story,2007,GasA,0,239000
1377,SWISU,Detchd,160,1,1Story,1930,GasA,0,91000
1378,Edwards,Detchd,660,2,1.5Fin,1941,GasA,0,117000
1379,BrDale,Detchd,264,1,2Story,1973,GasA,0,83000
1380,Timber,BuiltIn,400,2,SLvl,2006,GasA,0,167500
1381,Edwards,Detchd,200,1,1Story,1914,GasA,0,58500
1382,NAmes,Attchd,550,2,1Story,1970,GasA,0,237500
1383,OldTown,Detchd,576,2,2Story,1920,GasA,0,157000
1384,Sawyer,Attchd,576,2,1Story,1918,GasA,0,112000
1385,Edwards,Detchd,280,1,1.5Fin,1939,GasA,0,105000
1386,IDOTRR,Detchd,240,1,1.5Fin,1922,GasA,0,125500
1387,NWAmes,Attchd,564,2,2Story,1978,GasA,519,250000
1388,OldTown,Detchd,216,1,1.5Fin,1916,GasW,0,136000
1389,Gilbert,Attchd,758,3,1Story,2006,GasA,0,377500
1390,BrkSide,Detchd,440,2,1.5Fin,1941,GasA,0,131000
1391,CollgCr,Attchd,541,2,1Story,2000,GasA,0,235000
1392,NAmes,Detchd,792,3,1Story,1967,GasA,0,124000
1393,NAmes,Attchd,288,1,SFoyer,1967,GasA,0,123000
1394,OldTown,Detchd,672,2,1.5Fin,1905,GasA,0,163000
1395,Blmngtn,Attchd,648,3,1Story,2006,GasA,0,246578
1396,Timber,BuiltIn,642,3,2Story,2005,GasA,0,281213
1397,Timber,Detchd,572,2,1Story,1948,GasA,0,160000
1398,BrkSide,Detchd,180,1,2Story,1920,GasA,0,137500
1399,NAmes,Attchd,240,1,1.5Fin,1950,GasA,0,138000
1400,SWISU,Detchd,216,1,1.5Fin,1925,GasA,0,137450
1401,BrkSide,BuiltIn,208,1,1.5Fin,1929,GasA,0,120000
1402,Gilbert,Attchd,398,2,2Story,2004,GasA,0,193000
1403,CollgCr,Attchd,662,2,1Story,2006,GasA,0,193879
1404,Somerst,Attchd,754,3,1Story,2007,GasA,0,282922
1405,OldTown,Detchd,936,3,1.5Fin,1915,GasA,0,105000
1406,Crawfor,Attchd,482,2,1Story,2004,GasA,0,275000
1407,CollgCr,Detchd,396,2,SFoyer,1972,GasA,0,133000
1408,Mitchel,None,0,0,1Story,1985,GasA,0,112000
1409,OldTown,Detchd,528,2,2Story,1910,GasA,0,125500
1410,NWAmes,Attchd,542,2,2Story,1986,GasA,0,215000
1411,CollgCr,Attchd,622,2,2Story,2001,GasA,0,230000
1412,NAmes,Attchd,271,1,1.5Fin,1950,GasA,0,140000
1413,NAmes,Detchd,420,2,1Story,1949,Wall,0,90000
1414,SawyerW,Attchd,620,2,1Story,2005,GasA,0,257000
1415,BrkSide,Detchd,370,2,1.5Fin,1923,GasA,0,207000
1416,Blmngtn,Attchd,660,3,1Story,2007,GasA,0,175900
1417,OldTown,Detchd,560,2,2Story,1885,GasA,0,122500
1418,NoRidge,Attchd,1069,3,2Story,1998,GasA,0,340000
1419,NAmes,Detchd,336,1,1Story,1963,GasA,0,124000
1420,Crawfor,Attchd,540,2,1Story,1969,GasA,0,223000
1421,NWAmes,Attchd,776,2,2Story,1968,GasA,0,179900
1422,NPkVill,Attchd,440,2,1Story,1977,GasA,0,127500
1423,CollgCr,Attchd,420,2,1Story,2003,GasA,0,136500
1424,Edwards,Attchd,432,2,SLvl,1966,GasA,738,274970
1425,NAmes,Detchd,484,1,1Story,1958,GasA,0,144000
1426,NAmes,Detchd,528,2,1Story,1959,GasA,0,142000
1427,NoRidge,Attchd,525,2,2Story,1994,GasA,0,271000
1428,NAmes,Attchd,288,1,1.5Fin,1945,GasA,0,140000
1429,OldTown,Attchd,240,1,1Story,1940,GasA,0,119000
1430,NWAmes,Attchd,467,2,1Story,1981,GasA,0,182900
1431,Gilbert,BuiltIn,372,2,2Story,2005,GasA,0,192140
1432,NPkVill,Attchd,440,2,1Story,1976,GasA,0,143750
1433,OldTown,Detchd,216,1,1Story,1927,GasA,0,64500
1434,Gilbert,Attchd,451,2,2Story,2000,GasA,0,186500
1435,Mitchel,Attchd,484,2,1Story,1977,GasA,0,160000
1436,NAmes,Attchd,462,2,1Story,1962,GasA,0,174000
1437,NAmes,Detchd,528,2,1Story,1971,GasA,0,120500
1438,NridgHt,Attchd,774,3,1Story,2008,GasA,0,394617
1439,OldTown,Attchd,923,2,1Story,1957,GasA,0,149700
1440,NWAmes,Attchd,550,2,SLvl,1979,GasA,0,197000
1441,Crawfor,Detchd,672,2,2.5Fin,1922,GasA,0,191000
1442,CollgCr,Attchd,420,2,1Story,2004,GasA,0,149300
1443,Somerst,Attchd,812,3,2Story,2008,GasA,0,310000
1444,BrkSide,Detchd,192,1,1.5Unf,1916,Grav,0,121000
1445,CollgCr,Attchd,626,2,1Story,2004,GasA,0,179600
1446,Sawyer,Detchd,240,1,SFoyer,1966,GasA,0,129000
1447,Mitchel,Attchd,312,1,1Story,1962,GasA,0,157900
1448,CollgCr,Attchd,556,2,2Story,1995,GasA,0,240000
1449,Edwards,Detchd,384,1,2Story,1910,GasA,0,112000
1450,MeadowV,None,0,0,SFoyer,1970,GasA,0,92000
1451,NAmes,None,0,0,2Story,1974,GasA,0,136000
1452,Somerst,Attchd,840,3,1Story,2008,GasA,0,287090
1453,Edwards,Basment,525,2,SLvl,2005,GasA,0,145000
1454,Mitchel,None,0,0,1Story,2006,GasA,0,84500
1455,Somerst,Attchd,400,2,1Story,2004,GasA,0,185000
1456,Gilbert,Attchd,460,2,2Story,1999,GasA,0,175000
1457,NWAmes,Attchd,500,2,1Story,1978,GasA,0,210000
1458,Crawfor,Attchd,252,1,2Story,1941,GasA,0,266500
1459,NAmes,Attchd,240,1,1Story,1950,GasA,0,142125
1460,Edwards,Attchd,276,1,1Story,1965,GasA,0,147500
